	id	treatment	condition	day	bwc	burON	hr	hrv	temp	act
587	Ca_016	Sham	Carprofen	15	106.349206349206	NA	NA	NA	NA	NA
588	Ca_016	Sham	Carprofen	16	104.232804232804	NA	NA	NA	NA	NA
589	Ca_016	Sham	Carprofen	17	102.645502645503	NA	NA	NA	NA	NA
590	Ca_016	Sham	Carprofen	18	106.878306878307	NA	NA	NA	NA	NA
591	Ca_016	Sham	Carprofen	19	107.936507936508	NA	NA	NA	NA	NA
592	Ca_016	Sham	Carprofen	20	108.465608465608	NA	NA	NA	NA	NA
593	Ca_016	Sham	Carprofen	21	108.465608465608	NA	NA	NA	NA	NA
594	Ca_016	Sham	Carprofen	22	NA	NA	NA	NA	NA	NA
595	Ca_016	Sham	Carprofen	23	NA	NA	NA	NA	NA	NA
596	Ca_016	Sham	Carprofen	24	NA	NA	NA	NA	NA	NA
597	Ca_016	Sham	Carprofen	25	NA	NA	NA	NA	NA	NA
598	Ca_016	Sham	Carprofen	26	NA	NA	NA	NA	NA	NA
599	Ca_016	Sham	Carprofen	27	NA	NA	NA	NA	NA	NA
600	Ca_016	Sham	Carprofen	28	NA	NA	NA	NA	NA	NA
601	TDSS_031	Sham	Metamizol	-1	100	91.0815175782232	NA	NA	NA	NA
602	TDSS_031	Sham	Metamizol	0	93.8	81.505376344086	NA	NA	NA	NA
603	TDSS_031	Sham	Metamizol	1	96.4	93.915533285612	NA	NA	NA	NA
604	TDSS_031	Sham	Metamizol	2	97.4	89.5937277263008	NA	NA	NA	NA
605	TDSS_031	Sham	Metamizol	3	99	NA	NA	NA	NA	NA
606	TDSS_031	Sham	Metamizol	4	101	91.326164874552	NA	NA	NA	NA
607	TDSS_031	Sham	Metamizol	5	91.7	NA	NA	NA	NA	NA
608	TDSS_031	Sham	Metamizol	6	101	NA	NA	NA	NA	NA
609	TDSS_031	Sham	Metamizol	7	100	92.6565874730022	NA	NA	NA	NA
610	TDSS_031	Sham	Metamizol	8	102.1	NA	NA	NA	NA	NA
611	TDSS_031	Sham	Metamizol	9	102.6	NA	NA	NA	NA	NA
612	TDSS_031	Sham	Metamizol	10	101	NA	NA	NA	NA	NA
613	TDSS_031	Sham	Metamizol	11	101	NA	NA	NA	NA	NA
614	TDSS_031	Sham	Metamizol	12	102.1	NA	NA	NA	NA	NA
615	TDSS_031	Sham	Metamizol	13	106.2	NA	NA	NA	NA	NA
616	TDSS_031	Sham	Metamizol	14	105.2	NA	NA	NA	NA	NA
617	TDSS_031	Sham	Metamizol	15	105.7	NA	NA	NA	NA	NA
618	TDSS_031	Sham	Metamizol	16	105.7	NA	NA	NA	NA	NA
619	TDSS_031	Sham	Metamizol	17	108.3	NA	NA	NA	NA	NA
620	TDSS_031	Sham	Metamizol	18	107.3	NA	NA	NA	NA	NA
621	TDSS_031	Sham	Metamizol	19	107.3	NA	NA	NA	NA	NA
622	TDSS_031	Sham	Metamizol	20	108.3	NA	NA	NA	NA	NA
623	TDSS_031	Sham	Metamizol	21	108.3	NA	NA	NA	NA	NA
624	TDSS_031	Sham	Metamizol	22	108.8	NA	NA	NA	NA	NA
625	TDSS_031	Sham	Metamizol	23	108.8	NA	NA	NA	NA	NA
626	TDSS_031	Sham	Metamizol	24	108.8	NA	NA	NA	NA	NA
627	TDSS_031	Sham	Metamizol	25	109.3	NA	NA	NA	NA	NA
628	TDSS_031	Sham	Metamizol	26	111.4	NA	NA	NA	NA	NA
629	TDSS_031	Sham	Metamizol	27	111.9	NA	NA	NA	NA	NA
630	TDSS_031	Sham	Metamizol	28	113.47	NA	NA	NA	NA	NA
631	TDSS_032	Sham	Metamizol	-1	100	87.4105865522175	NA	NA	NA	NA
632	TDSS_032	Sham	Metamizol	0	92.9	70.5673758865248	NA	NA	NA	NA
633	TDSS_032	Sham	Metamizol	1	95.1	84.7873107426099	NA	NA	NA	NA
634	TDSS_032	Sham	Metamizol	2	97.3	87.7433309300649	NA	NA	NA	NA
635	TDSS_032	Sham	Metamizol	3	97.3	NA	NA	NA	NA	NA
636	TDSS_032	Sham	Metamizol	4	97.3	84.0860215053764	NA	NA	NA	NA
637	TDSS_032	Sham	Metamizol	5	90.1	NA	NA	NA	NA	NA
638	TDSS_032	Sham	Metamizol	6	100.5	NA	NA	NA	NA	NA
639	TDSS_032	Sham	Metamizol	7	101.1	98.1625441696113	NA	NA	NA	NA
640	TDSS_032	Sham	Metamizol	8	103.3	NA	NA	NA	NA	NA
641	TDSS_032	Sham	Metamizol	9	102.2	NA	NA	NA	NA	NA
642	TDSS_032	Sham	Metamizol	10	102.2	NA	NA	NA	NA	NA
643	TDSS_032	Sham	Metamizol	11	101.6	NA	NA	NA	NA	NA
644	TDSS_032	Sham	Metamizol	12	103.3	NA	NA	NA	NA	NA
645	TDSS_032	Sham	Metamizol	13	108.2	NA	NA	NA	NA	NA
646	TDSS_032	Sham	Metamizol	14	106.6	NA	NA	NA	NA	NA
647	TDSS_032	Sham	Metamizol	15	107.1	NA	NA	NA	NA	NA
648	TDSS_032	Sham	Metamizol	16	106	NA	NA	NA	NA	NA
649	TDSS_032	Sham	Metamizol	17	107.1	NA	NA	NA	NA	NA
650	TDSS_032	Sham	Metamizol	18	107.1	NA	NA	NA	NA	NA
651	TDSS_032	Sham	Metamizol	19	107.1	NA	NA	NA	NA	NA
652	TDSS_032	Sham	Metamizol	20	109.3	NA	NA	NA	NA	NA
653	TDSS_032	Sham	Metamizol	21	107.7	NA	NA	NA	NA	NA
654	TDSS_032	Sham	Metamizol	22	108.8	NA	NA	NA	NA	NA
655	TDSS_032	Sham	Metamizol	23	111.5	NA	NA	NA	NA	NA
656	TDSS_032	Sham	Metamizol	24	108.8	NA	NA	NA	NA	NA
657	TDSS_032	Sham	Metamizol	25	109.9	NA	NA	NA	NA	NA
658	TDSS_032	Sham	Metamizol	26	110.4	NA	NA	NA	NA	NA
659	TDSS_032	Sham	Metamizol	27	108.2	NA	NA	NA	NA	NA
660	TDSS_032	Sham	Metamizol	28	109.3	NA	NA	NA	NA	NA
661	TDSS_033	Sham	Metamizol	-1	100	91.9020975460747	NA	NA	NA	NA
662	TDSS_033	Sham	Metamizol	0	95.5	78.9247311827957	NA	NA	NA	NA
663	TDSS_033	Sham	Metamizol	1	98	100	NA	NA	NA	NA
664	TDSS_033	Sham	Metamizol	2	99.5	98.0796586059744	NA	NA	NA	NA
665	TDSS_033	Sham	Metamizol	3	101	NA	NA	NA	NA	NA
666	TDSS_033	Sham	Metamizol	4	103	93.5925125989921	NA	NA	NA	NA
667	TDSS_033	Sham	Metamizol	5	101.5	NA	NA	NA	NA	NA
668	TDSS_033	Sham	Metamizol	6	102.5	NA	NA	NA	NA	NA
669	TDSS_033	Sham	Metamizol	7	102	98.2990786676116	NA	NA	NA	NA
670	TDSS_033	Sham	Metamizol	8	106.5	NA	NA	NA	NA	NA
671	TDSS_033	Sham	Metamizol	9	107	NA	NA	NA	NA	NA
672	TDSS_033	Sham	Metamizol	10	104	NA	NA	NA	NA	NA
673	TDSS_033	Sham	Metamizol	11	105.5	NA	NA	NA	NA	NA
674	TDSS_033	Sham	Metamizol	12	108.5	NA	NA	NA	NA	NA
675	TDSS_033	Sham	Metamizol	13	109.5	NA	NA	NA	NA	NA
676	TDSS_033	Sham	Metamizol	14	108	NA	NA	NA	NA	NA
677	TDSS_033	Sham	Metamizol	15	108	NA	NA	NA	NA	NA
678	TDSS_033	Sham	Metamizol	16	107	NA	NA	NA	NA	NA
679	TDSS_033	Sham	Metamizol	17	109	NA	NA	NA	NA	NA
680	TDSS_033	Sham	Metamizol	18	110.6	NA	NA	NA	NA	NA
681	TDSS_033	Sham	Metamizol	19	111.1	NA	NA	NA	NA	NA
682	TDSS_033	Sham	Metamizol	20	109	NA	NA	NA	NA	NA
683	TDSS_033	Sham	Metamizol	21	112.6	NA	NA	NA	NA	NA
684	TDSS_033	Sham	Metamizol	22	111.1	NA	NA	NA	NA	NA
685	TDSS_033	Sham	Metamizol	23	111.6	NA	NA	NA	NA	NA
686	TDSS_033	Sham	Metamizol	24	109	NA	NA	NA	NA	NA
687	TDSS_033	Sham	Metamizol	25	110.1	NA	NA	NA	NA	NA
688	TDSS_033	Sham	Metamizol	26	111.6	NA	NA	NA	NA	NA
689	TDSS_033	Sham	Metamizol	27	111.6	NA	NA	NA	NA	NA
690	TDSS_033	Sham	Metamizol	28	110.6	NA	NA	NA	NA	NA
691	TDSS_034	Sham	Metamizol	-1	100	91.0617124199801	NA	NA	NA	NA
692	TDSS_034	Sham	Metamizol	0	96.3	66.9049320943531	NA	NA	NA	NA
693	TDSS_034	Sham	Metamizol	1	96.3	100	NA	NA	NA	NA
694	TDSS_034	Sham	Metamizol	2	96.3	98.2014388489209	NA	NA	NA	NA
695	TDSS_034	Sham	Metamizol	3	97.9	NA	NA	NA	NA	NA
696	TDSS_034	Sham	Metamizol	4	98.4	92.2364672364672	NA	NA	NA	NA
697	TDSS_034	Sham	Metamizol	5	98.4	NA	NA	NA	NA	NA
698	TDSS_034	Sham	Metamizol	6	99.5	NA	NA	NA	NA	NA
699	TDSS_034	Sham	Metamizol	7	98.4	89.4511760513186	NA	NA	NA	NA
700	TDSS_034	Sham	Metamizol	8	99.5	NA	NA	NA	NA	NA
701	TDSS_034	Sham	Metamizol	9	100.5	NA	NA	NA	NA	NA
702	TDSS_034	Sham	Metamizol	10	101	NA	NA	NA	NA	NA
703	TDSS_034	Sham	Metamizol	11	101.6	NA	NA	NA	NA	NA
704	TDSS_034	Sham	Metamizol	12	101.6	NA	NA	NA	NA	NA
705	TDSS_034	Sham	Metamizol	13	106.8	NA	NA	NA	NA	NA
706	TDSS_034	Sham	Metamizol	14	104.2	NA	NA	NA	NA	NA
707	TDSS_034	Sham	Metamizol	15	102.6	NA	NA	NA	NA	NA
708	TDSS_034	Sham	Metamizol	16	103.1	NA	NA	NA	NA	NA
709	TDSS_034	Sham	Metamizol	17	103.7	NA	NA	NA	NA	NA
710	TDSS_034	Sham	Metamizol	18	105.2	NA	NA	NA	NA	NA
711	TDSS_034	Sham	Metamizol	19	106.8	NA	NA	NA	NA	NA
712	TDSS_034	Sham	Metamizol	20	104.7	NA	NA	NA	NA	NA
713	TDSS_034	Sham	Metamizol	21	104.7	NA	NA	NA	NA	NA
714	TDSS_034	Sham	Metamizol	22	105.2	NA	NA	NA	NA	NA
715	TDSS_034	Sham	Metamizol	23	111	NA	NA	NA	NA	NA
716	TDSS_034	Sham	Metamizol	24	105.2	NA	NA	NA	NA	NA
717	TDSS_034	Sham	Metamizol	25	107.9	NA	NA	NA	NA	NA
718	TDSS_034	Sham	Metamizol	26	107.3	NA	NA	NA	NA	NA
719	TDSS_034	Sham	Metamizol	27	109.4	NA	NA	NA	NA	NA
720	TDSS_034	Sham	Metamizol	28	109.9	NA	NA	NA	NA	NA
721	TDSS_035	Sham	Metamizol	-1	100	92.8338068181818	NA	NA	NA	NA
722	TDSS_035	Sham	Metamizol	0	95.1	78.1609195402299	NA	NA	NA	NA
723	TDSS_035	Sham	Metamizol	1	94.1	100	NA	NA	NA	NA
724	TDSS_035	Sham	Metamizol	2	96.1	100	NA	NA	NA	NA
725	TDSS_035	Sham	Metamizol	3	97.6	NA	NA	NA	NA	NA
726	TDSS_035	Sham	Metamizol	4	99.5	98.2193732193732	NA	NA	NA	NA
727	TDSS_035	Sham	Metamizol	5	98	NA	NA	NA	NA	NA
728	TDSS_035	Sham	Metamizol	6	98.5	NA	NA	NA	NA	NA
729	TDSS_035	Sham	Metamizol	7	96.6	100	NA	NA	NA	NA
730	TDSS_035	Sham	Metamizol	8	99.5	NA	NA	NA	NA	NA
731	TDSS_035	Sham	Metamizol	9	101	NA	NA	NA	NA	NA
732	TDSS_035	Sham	Metamizol	10	101	NA	NA	NA	NA	NA
733	TDSS_035	Sham	Metamizol	11	101	NA	NA	NA	NA	NA
734	TDSS_035	Sham	Metamizol	12	102	NA	NA	NA	NA	NA
735	TDSS_035	Sham	Metamizol	13	103.9	NA	NA	NA	NA	NA
736	TDSS_035	Sham	Metamizol	14	103.4	NA	NA	NA	NA	NA
737	TDSS_035	Sham	Metamizol	15	103.4	NA	NA	NA	NA	NA
738	TDSS_035	Sham	Metamizol	16	104.4	NA	NA	NA	NA	NA
739	TDSS_035	Sham	Metamizol	17	103.9	NA	NA	NA	NA	NA
740	TDSS_035	Sham	Metamizol	18	104.4	NA	NA	NA	NA	NA
741	TDSS_035	Sham	Metamizol	19	104.4	NA	NA	NA	NA	NA
742	TDSS_035	Sham	Metamizol	20	103.9	NA	NA	NA	NA	NA
743	TDSS_035	Sham	Metamizol	21	105.4	NA	NA	NA	NA	NA
744	TDSS_035	Sham	Metamizol	22	103.9	NA	NA	NA	NA	NA
745	TDSS_035	Sham	Metamizol	23	106.8	NA	NA	NA	NA	NA
746	TDSS_035	Sham	Metamizol	24	105.4	NA	NA	NA	NA	NA
747	TDSS_035	Sham	Metamizol	25	105.4	NA	NA	NA	NA	NA
748	TDSS_035	Sham	Metamizol	26	105.9	NA	NA	NA	NA	NA
749	TDSS_035	Sham	Metamizol	27	110.2	NA	NA	NA	NA	NA
750	TDSS_035	Sham	Metamizol	28	107.3	NA	NA	NA	NA	NA
751	TDSS_036	Sham	Metamizol	-1	100	92.0341394025605	NA	NA	NA	NA
752	TDSS_036	Sham	Metamizol	0	95.1	100	NA	NA	NA	NA
753	TDSS_036	Sham	Metamizol	1	94.1	96.243798724309	NA	NA	NA	NA
754	TDSS_036	Sham	Metamizol	2	97.5	96.2169878658101	NA	NA	NA	NA
755	TDSS_036	Sham	Metamizol	3	95.6	NA	NA	NA	NA	NA
756	TDSS_036	Sham	Metamizol	4	98.5	91.6129032258064	NA	NA	NA	NA
757	TDSS_036	Sham	Metamizol	5	95.6	NA	NA	NA	NA	NA
758	TDSS_036	Sham	Metamizol	6	98	NA	NA	NA	NA	NA
759	TDSS_036	Sham	Metamizol	7	97.5	95.5965909090909	NA	NA	NA	NA
760	TDSS_036	Sham	Metamizol	8	99.5	NA	NA	NA	NA	NA
761	TDSS_036	Sham	Metamizol	9	101	NA	NA	NA	NA	NA
762	TDSS_036	Sham	Metamizol	10	100.5	NA	NA	NA	NA	NA
763	TDSS_036	Sham	Metamizol	11	100	NA	NA	NA	NA	NA
764	TDSS_036	Sham	Metamizol	12	98.5	NA	NA	NA	NA	NA
765	TDSS_036	Sham	Metamizol	13	103.9	NA	NA	NA	NA	NA
766	TDSS_036	Sham	Metamizol	14	104.4	NA	NA	NA	NA	NA
767	TDSS_036	Sham	Metamizol	15	104.4	NA	NA	NA	NA	NA
768	TDSS_036	Sham	Metamizol	16	104.9	NA	NA	NA	NA	NA
769	TDSS_036	Sham	Metamizol	17	101.5	NA	NA	NA	NA	NA
770	TDSS_036	Sham	Metamizol	18	103.9	NA	NA	NA	NA	NA
771	TDSS_036	Sham	Metamizol	19	104.9	NA	NA	NA	NA	NA
772	TDSS_036	Sham	Metamizol	20	106.4	NA	NA	NA	NA	NA
773	TDSS_036	Sham	Metamizol	21	103.4	NA	NA	NA	NA	NA
774	TDSS_036	Sham	Metamizol	22	103.4	NA	NA	NA	NA	NA
775	TDSS_036	Sham	Metamizol	23	105.9	NA	NA	NA	NA	NA
776	TDSS_036	Sham	Metamizol	24	106.9	NA	NA	NA	NA	NA
777	TDSS_036	Sham	Metamizol	25	105.9	NA	NA	NA	NA	NA
778	TDSS_036	Sham	Metamizol	26	106.9	NA	NA	NA	NA	NA
779	TDSS_036	Sham	Metamizol	27	105.9	NA	NA	NA	NA	NA
780	TDSS_036	Sham	Metamizol	28	108.3	NA	NA	NA	NA	NA
781	TDSS_037	Sham	Metamizol	-1	100	94.2463766415254	NA	NA	NA	NA
782	TDSS_037	Sham	Metamizol	0	97.8	92.7702219040802	NA	NA	NA	NA
783	TDSS_037	Sham	Metamizol	1	100	100	NA	NA	NA	NA
784	TDSS_037	Sham	Metamizol	2	102.2	93.7634408602151	NA	NA	NA	NA
785	TDSS_037	Sham	Metamizol	3	101.1	NA	NA	NA	NA	NA
786	TDSS_037	Sham	Metamizol	4	101.1	100	NA	NA	NA	NA
787	TDSS_037	Sham	Metamizol	5	102.8	NA	NA	NA	NA	NA
788	TDSS_037	Sham	Metamizol	6	105.6	NA	NA	NA	NA	NA
789	TDSS_037	Sham	Metamizol	7	107.3	100	NA	NA	NA	NA
790	TDSS_037	Sham	Metamizol	8	103.9	NA	NA	NA	NA	NA
791	TDSS_037	Sham	Metamizol	9	103.9	NA	NA	NA	NA	NA
792	TDSS_037	Sham	Metamizol	10	107.3	NA	NA	NA	NA	NA
793	TDSS_037	Sham	Metamizol	11	107.8	NA	NA	NA	NA	NA
794	TDSS_037	Sham	Metamizol	12	111.7	NA	NA	NA	NA	NA
795	TDSS_037	Sham	Metamizol	13	109.5	NA	NA	NA	NA	NA
796	TDSS_037	Sham	Metamizol	14	112.3	NA	NA	NA	NA	NA
797	TDSS_037	Sham	Metamizol	15	112.8	NA	NA	NA	NA	NA
798	TDSS_037	Sham	Metamizol	16	114	NA	NA	NA	NA	NA
799	TDSS_037	Sham	Metamizol	17	113.4	NA	NA	NA	NA	NA
800	TDSS_037	Sham	Metamizol	18	114	NA	NA	NA	NA	NA
801	TDSS_037	Sham	Metamizol	19	113.4	NA	NA	NA	NA	NA
802	TDSS_037	Sham	Metamizol	20	111.7	NA	NA	NA	NA	NA
803	TDSS_037	Sham	Metamizol	21	113.4	NA	NA	NA	NA	NA
804	TDSS_037	Sham	Metamizol	22	113.4	NA	NA	NA	NA	NA
805	TDSS_037	Sham	Metamizol	23	113.4	NA	NA	NA	NA	NA
806	TDSS_037	Sham	Metamizol	24	114.5	NA	NA	NA	NA	NA
807	TDSS_037	Sham	Metamizol	25	117.3	NA	NA	NA	NA	NA
808	TDSS_037	Sham	Metamizol	26	113.4	NA	NA	NA	NA	NA
809	TDSS_037	Sham	Metamizol	27	117.3	NA	NA	NA	NA	NA
810	TDSS_037	Sham	Metamizol	28	117.3	NA	NA	NA	NA	NA
811	TDSS_038	Sham	Metamizol	-1	100	95.9286117067868	NA	NA	NA	NA
812	TDSS_038	Sham	Metamizol	0	94.5	90.1208244491827	NA	NA	NA	NA
813	TDSS_038	Sham	Metamizol	1	94.5	92.2857142857143	NA	NA	NA	NA
814	TDSS_038	Sham	Metamizol	2	95.5	100	NA	NA	NA	NA
815	TDSS_038	Sham	Metamizol	3	97	NA	NA	NA	NA	NA
816	TDSS_038	Sham	Metamizol	4	98.5	98.2721382289417	NA	NA	NA	NA
817	TDSS_038	Sham	Metamizol	5	96	NA	NA	NA	NA	NA
818	TDSS_038	Sham	Metamizol	6	99	NA	NA	NA	NA	NA
819	TDSS_038	Sham	Metamizol	7	100.5	100	NA	NA	NA	NA
820	TDSS_038	Sham	Metamizol	8	100	NA	NA	NA	NA	NA
821	TDSS_038	Sham	Metamizol	9	101	NA	NA	NA	NA	NA
822	TDSS_038	Sham	Metamizol	10	99.5	NA	NA	NA	NA	NA
823	TDSS_038	Sham	Metamizol	11	101	NA	NA	NA	NA	NA
824	TDSS_038	Sham	Metamizol	12	102.5	NA	NA	NA	NA	NA
825	TDSS_038	Sham	Metamizol	13	104	NA	NA	NA	NA	NA
826	TDSS_038	Sham	Metamizol	14	100.5	NA	NA	NA	NA	NA
827	TDSS_038	Sham	Metamizol	15	103.5	NA	NA	NA	NA	NA
828	TDSS_038	Sham	Metamizol	16	105.5	NA	NA	NA	NA	NA
829	TDSS_038	Sham	Metamizol	17	104.5	NA	NA	NA	NA	NA
830	TDSS_038	Sham	Metamizol	18	105	NA	NA	NA	NA	NA
831	TDSS_038	Sham	Metamizol	19	104.5	NA	NA	NA	NA	NA
832	TDSS_038	Sham	Metamizol	20	103.5	NA	NA	NA	NA	NA
833	TDSS_038	Sham	Metamizol	21	103	NA	NA	NA	NA	NA
834	TDSS_038	Sham	Metamizol	22	103	NA	NA	NA	NA	NA
835	TDSS_038	Sham	Metamizol	23	105	NA	NA	NA	NA	NA
836	TDSS_038	Sham	Metamizol	24	105.5	NA	NA	NA	NA	NA
837	TDSS_038	Sham	Metamizol	25	107.5	NA	NA	NA	NA	NA
838	TDSS_038	Sham	Metamizol	26	105	NA	NA	NA	NA	NA
839	TDSS_038	Sham	Metamizol	27	101.5	NA	NA	NA	NA	NA
840	TDSS_038	Sham	Metamizol	28	106.5	NA	NA	NA	NA	NA
